,0,1
546,7,0
547,29,2
548,26,3
549,11,2
550,10,7
551,10,7
552,29,0
553,4,8
554,26,7
555,26,4
556,14,4
557,10,7
558,10,9
559,3,6
560,26,9
561,19,0
562,3,9
563,26,8
564,3,0
565,10,4
566,10,6
567,14,0
568,10,6
569,10,3
570,19,5
571,14,4
572,7,8
573,27,3
574,19,3
575,10,9
576,19,3
577,10,3
578,3,3
579,26,7
580,29,8
581,3,0
582,14,8
583,14,2
584,10,1
585,20,7
586,3,0
587,29,6
588,3,5
589,4,4
590,19,3
591,29,8
592,3,0
593,10,9
594,29,6
595,26,3
596,7,8
597,14,0
598,10,9
599,3,9
600,10,6
601,14,8
602,14,6
603,26,8
604,3,5
605,29,7
606,26,8
607,10,6
608,19,0
609,1,2
610,29,4
611,3,0
612,10,2
613,1,2
614,26,3
615,14,1
616,3,9
617,2,7
618,3,5
619,10,1
620,3,0
621,7,8
622,26,4
623,29,6
624,1,2
625,29,6
626,13,7
627,20,9
628,29,3
629,7,2
630,14,9
631,3,8
632,14,2
633,10,2
634,14,9
635,14,2
636,7,7
637,29,3
638,13,5
639,29,9
640,10,1
641,7,8
642,14,0
643,26,2
644,7,0
645,26,5
646,29,2
647,10,1
648,1,3
649,20,7
650,26,6
651,10,7
652,10,1
653,10,2
654,7,5
655,1,8
656,19,0
657,14,3
658,14,7
659,10,2
660,29,4
661,29,0
662,26,9
663,10,1
664,7,8
665,3,6
666,13,7
667,26,7
668,26,4
669,26,3
670,10,4
671,29,9
672,10,1
673,14,9
674,26,5
675,10,1
676,13,7
677,14,3
678,29,9
679,10,7
680,10,6
681,3,9
682,10,1
683,29,3
684,10,7
685,7,8
686,26,3
687,1,3
688,29,6
689,26,7
690,29,2
691,10,8
692,29,5
693,10,8
694,1,5
695,10,1
696,7,1
697,26,4
698,4,4
699,10,3
700,10,1
701,7,0
702,10,7
703,29,7
704,7,0
705,13,7
706,26,9
707,10,4
708,3,4
709,29,8
710,19,5
711,19,5
712,26,4
713,19,0
714,7,8
715,3,2
716,29,1
717,14,0
718,10,8
719,14,4
720,26,5
721,7,0
722,14,4
723,14,0
724,10,6
725,10,1
726,26,7
727,1,3
728,19,2
729,7,6
730,26,7
731,14,2
732,14,6
733,14,9
734,26,3
735,10,1
736,3,4
737,24,6
738,1,2
739,7,5
740,26,4
741,1,2
742,19,0
743,10,6
744,29,2
745,29,1
746,10,7
747,1,3
748,14,4
749,2,1
750,3,0
751,3,5
752,29,4
753,26,3
754,10,1
755,10,1
756,10,7
757,10,4
758,10,9
759,26,9
760,10,4
761,29,8
762,14,4
763,19,0
764,14,2
765,10,4
766,7,5
767,1,1
768,10,1
769,29,6
770,26,4
771,3,7
772,10,1
773,10,9
774,26,4
775,14,2
776,10,4
777,10,1
778,3,5
779,1,5
780,19,3
781,10,8
782,26,3
783,10,1
784,3,4
785,7,5
786,29,6
787,14,8
788,26,9
789,14,4
790,7,1
791,29,5
792,1,3
793,1,8
794,7,0
795,26,3
796,14,2
797,29,5
798,10,1
799,29,2
800,14,8
801,26,3
802,4,4
803,29,4
804,26,0
805,29,8
806,7,8
807,26,3
808,7,3
809,1,1
810,29,7
811,19,3
812,3,5
813,14,9
814,10,6
815,19,3
816,1,2
817,14,6
818,10,1
819,1,3
820,14,6
821,7,0
822,13,7
823,29,2
824,1,1
825,20,7
826,10,1
827,10,4
828,29,2
829,29,4
830,10,2
831,10,1
832,10,7
833,14,9
834,29,6
835,10,1
836,2,1
837,1,2
838,14,4
839,7,8
840,2,1
841,14,7
842,10,7
843,14,4
844,26,8
845,19,0
846,3,7
847,1,3
848,29,1
849,1,3
850,10,1
851,7,0
852,13,7
853,13,7
854,3,0
855,10,3
856,19,5
857,7,5
858,7,2
859,10,7
860,14,6
861,10,6
862,26,9
863,26,2
864,3,8
865,26,3
866,29,5
867,1,2
868,14,2
869,19,5
870,29,6
871,5,0
872,7,8
873,4,2
874,10,9
875,7,2
876,7,8
877,14,8
878,7,8
879,1,8
880,14,7
881,10,4
882,10,9
883,26,3
884,3,0
885,10,6
886,10,6
887,1,3
888,14,2
889,10,1
890,19,3
891,29,2
892,26,2
893,3,9
894,7,3
895,14,0
896,24,0
897,25,5
898,7,7
899,1,8
900,7,1
901,14,4
902,10,4
903,10,6
904,7,0
905,26,2
906,14,9
907,1,1
908,26,4
909,14,7
910,14,4
911,26,7
912,1,3
913,3,9
914,7,8
915,26,8
916,14,4
917,13,7
918,10,1
919,14,2
920,10,1
921,14,2
922,29,2
923,1,3
924,13,2
925,14,3
926,3,2
927,19,3
928,3,9
929,1,1
930,29,7
931,26,4
932,1,0
933,14,3
934,3,5
935,7,5
936,29,8
937,14,6
938,19,3
939,3,2
940,29,6
941,7,7
942,3,6
943,14,6
944,10,3
945,7,2
946,10,7
947,29,8
948,7,1
949,10,1
950,10,7
951,7,5
952,4,6
953,14,4
954,26,9
955,3,5
956,10,1
957,1,3
958,29,3
959,26,4
960,14,7
961,29,8
962,26,9
963,26,1
964,1,1
965,29,6
966,7,9
967,7,1
968,26,4
969,4,4
970,3,5
971,14,4
972,5,0
973,14,6
974,10,2
975,14,2
976,1,3
977,2,1
978,19,5
979,10,1
980,29,2
981,3,0
982,1,3
983,29,8
984,10,1
985,19,2
986,29,6
987,26,7
988,10,1
989,26,6
990,26,2
991,1,3
992,10,9
993,7,0
994,10,1
995,11,2
996,29,2
997,19,0
998,3,8
999,26,9
1000,22,9
1001,3,0
1002,29,2
1003,1,5
1004,10,1
1005,10,9
1006,28,7
1007,10,8
1008,10,1
1009,19,0
1010,7,4
1011,10,1
1012,10,7
1013,26,9
1014,23,6
1015,10,4
1016,29,2
1017,10,6
1018,3,8
1019,1,1
1020,10,3
1021,7,7
1022,3,5
1023,14,4
1024,10,4
1025,2,1
1026,26,8
1027,1,1
1028,26,3
1029,1,8
1030,2,1
1031,29,2
1032,29,5
1033,29,8
1034,7,0
1035,4,6
1036,1,2
1037,10,1
1038,10,1
1039,10,7
1040,7,1
1041,5,5
1042,10,3
1043,3,4
1044,29,6
1045,10,9
1046,26,5
1047,23,0
1048,3,9
1049,14,2
1050,26,2
1051,3,4
1052,14,8
1053,14,2
1054,10,1
1055,20,7
1056,29,2
1057,10,4
1058,26,9
1059,3,4
1060,3,4
1061,5,0
1062,10,3
1063,29,9
1064,1,2
1065,26,2
1066,10,3
1067,19,3
1068,7,8
1069,14,3
1070,7,5
1071,26,7
1072,13,3
1073,7,5
1074,1,8
1075,1,1
1076,29,2
1077,10,4
1078,26,4
1079,26,6
1080,10,4
1081,10,9
1082,7,5
1083,10,1
1084,13,0
1085,26,6
1086,14,9
1087,7,5
1088,4,9
1089,26,5
1090,29,9
1091,10,7
1092,2,3
1093,26,8
1094,3,0
1095,26,3
1096,3,7
1097,10,1
1098,2,3
1099,24,6
1100,7,7
1101,10,8
1102,3,5
1103,26,9
1104,28,7
1105,14,9
1106,0,6
1107,14,9
1108,29,6
1109,27,3
1110,7,7
1111,10,4
1112,14,4
1113,3,5
1114,26,3
1115,3,5
1116,14,4
1117,1,7
1118,4,8
1119,29,7
1120,29,8
1121,29,0
1122,10,7
1123,14,6
1124,14,8
1125,3,8
1126,7,7
1127,10,3
1128,14,3
1129,10,1
1130,14,9
1131,25,5
1132,29,2
1133,13,7
1134,14,3
1135,1,5
1136,10,1
1137,10,1
1138,24,2
1139,10,1
1140,14,4
1141,10,7
1142,29,4
1143,7,7
1144,1,5
1145,29,4
1146,3,5
1147,7,4
1148,3,0
1149,7,8
1150,14,3
1151,10,6
1152,7,9
1153,7,6
1154,3,0
1155,26,2
1156,10,7
1157,10,4
1158,3,4
1159,29,4
1160,29,4
1161,29,6
1162,14,6
1163,10,4
1164,3,7
1165,26,9
1166,19,3
1167,26,4
1168,7,5
1169,29,5
1170,1,8
1171,15,7
1172,14,3
1173,26,7
1174,10,2
1175,13,7
1176,29,0
1177,1,2
1178,14,4
1179,10,1
1180,10,1
1181,2,6
1182,10,6
1183,3,9
1184,29,2
1185,29,8
1186,3,7
1187,0,2
1188,7,0
1189,10,1
1190,19,5
1191,14,0
1192,4,9
1193,10,1
1194,29,7
1195,7,0
1196,29,6
1197,29,0
1198,10,8
1199,29,6
1200,7,8
1201,10,1
1202,7,8
1203,14,0
1204,29,3
1205,29,3
1206,2,7
1207,26,2
1208,10,3
1209,29,6
1210,10,2
1211,29,1
1212,29,6
1213,10,1
1214,2,1
1215,10,3
1216,10,7
1217,10,9
1218,19,0
1219,29,8
1220,19,0
1221,3,5
1222,20,4
1223,7,0
1224,29,2
1225,10,8
1226,10,7
1227,10,2
1228,26,9
1229,26,8
1230,14,4
1231,3,0
1232,10,9
1233,10,5
1234,3,8
1235,3,5
1236,7,1
1237,10,2
1238,10,1
1239,19,3
1240,2,1
1241,26,7
1242,29,4
1243,29,5
1244,10,7
1245,14,2
1246,13,0
1247,7,9
1248,7,8
1249,1,8
1250,10,6
1251,24,2
1252,7,5
1253,26,4
1254,10,1
1255,10,9
1256,7,2
1257,29,1
1258,3,5
1259,7,8
1260,10,7
1261,3,0
1262,29,2
1263,29,4
1264,26,4
1265,26,3
1266,4,6
1267,10,8
1268,3,8
1269,29,2
1270,10,4
1271,7,0
1272,29,5
1273,14,0
1274,29,4
1275,10,4
1276,10,7
1277,3,9
1278,1,3
1279,23,4
1280,10,1
1281,26,5
1282,7,9
1283,14,7
1284,1,3
1285,14,5
1286,10,8
1287,29,8
1288,7,0
1289,14,5
1290,7,3
1291,7,3
1292,10,6
1293,10,6
1294,3,0
1295,7,1
1296,29,6
1297,19,0
1298,29,3
1299,3,5
1300,18,4
1301,10,4
1302,10,1
1303,14,2
1304,14,9
1305,29,1
1306,14,4
1307,10,6
1308,14,9
1309,3,9
1310,19,3
1311,14,9
1312,29,8
1313,7,4
1314,29,4
1315,7,3
1316,1,1
1317,1,3
1318,1,1
1319,29,8
1320,7,8
1321,10,7
1322,14,9
1323,3,4
1324,14,8
1325,23,8
1326,2,7
1327,14,9
1328,4,7
1329,10,1
1330,10,4
1331,1,5
1332,4,6
1333,14,0
1334,10,5
1335,10,2
1336,10,2
1337,24,2
1338,10,1
1339,3,5
1340,4,5
1341,29,2
1342,14,4
1343,10,9
1344,29,6
1345,29,2
1346,7,7
1347,23,7
1348,29,2
1349,26,2
1350,10,1
1351,29,1
1352,7,2
1353,10,8
1354,10,3
1355,26,7
1356,29,2
1357,14,4
1358,10,1
1359,10,7
1360,10,1
1361,1,7
1362,14,6
1363,10,7
1364,4,8
1365,10,2
1366,26,7
1367,14,3
1368,10,1
1369,7,7
1370,3,5
1371,1,8
1372,29,2
1373,26,6
1374,14,2
1375,29,2
1376,7,5
1377,26,6
1378,10,5
1379,19,0
1380,14,9
1381,29,2
1382,3,4
1383,29,3
1384,10,3
1385,26,9
1386,13,7
1387,26,6
1388,3,6
1389,29,8
1390,3,0
1391,29,4
1392,10,1
1393,3,5
1394,7,8
1395,29,2
1396,26,9
1397,7,1
1398,1,8
1399,19,0
1400,10,6
1401,7,7
1402,10,2
1403,29,1
1404,29,0
1405,5,5
1406,19,5
1407,14,2
1408,14,0
1409,26,2
1410,7,2
1411,3,0
1412,1,2
1413,10,4
1414,29,9
1415,7,8
1416,3,0
1417,3,9
1418,3,9
1419,14,4
1420,26,6
1421,4,5
1422,3,4
1423,7,9
1424,10,1
1425,23,8
1426,26,3
1427,14,4
1428,26,9
1429,29,9
1430,10,1
1431,1,2
1432,7,2
1433,10,8
1434,10,1
1435,10,9
1436,29,6
1437,10,4
1438,14,0
1439,10,9
1440,7,4
1441,1,8
1442,14,3
1443,26,8
1444,14,6
1445,3,0
1446,14,2
1447,25,5
1448,10,1
1449,29,9
1450,4,6
1451,14,2
1452,14,9
1453,26,4
1454,7,0
1455,10,9
1456,29,6
1457,19,0
1458,3,6
1459,29,2
1460,1,5
1461,10,4
1462,29,2
1463,13,3
1464,1,8
1465,29,4
1466,19,5
1467,3,5
1468,24,0
1469,7,3
1470,29,8
1471,7,5
1472,19,3
1473,29,5
1474,7,8
1475,29,6
1476,29,5
1477,10,7
1478,29,6
1479,1,3
1480,26,3
1481,26,9
1482,10,6
1483,10,1
1484,10,1
1485,11,2
1486,10,9
1487,5,0
1488,26,4
1489,14,3
1490,7,3
1491,26,6
1492,3,9
1493,10,5
1494,29,7
1495,26,3
1496,3,7
1497,7,7
1498,7,7
1499,7,8
1500,26,7
1501,18,9
1502,29,8
1503,19,3
1504,3,0
1505,10,7
1506,26,2
1507,13,7
1508,7,9
1509,3,4
1510,3,5
1511,10,4
1512,29,9
1513,19,3
1514,1,2
1515,7,1
1516,14,4
1517,3,0
1518,10,2
1519,19,3
1520,14,7
1521,3,5
1522,10,7
1523,10,8
1524,10,8
1525,19,5
1526,19,0
1527,10,1
1528,10,1
1529,3,4
1530,7,8
1531,1,3
1532,10,9
1533,7,0
1534,7,0
1535,3,0
1536,10,6
1537,29,6
1538,10,2
1539,26,3
1540,13,7
1541,29,8
1542,10,4
1543,7,7
1544,29,7
1545,14,9
1546,26,2
1547,10,4
1548,10,1
1549,29,4
1550,19,5
1551,10,2
1552,10,4
1553,26,9
1554,10,9
1555,1,1
1556,3,8
1557,7,4
1558,29,0
1559,26,9
1560,29,8
1561,29,4
1562,7,8
1563,10,7
1564,13,7
1565,3,0
1566,10,7
1567,1,8
1568,1,8
1569,14,6
1570,26,0
1571,26,4
1572,29,8
1573,29,8
1574,7,2
1575,7,4
1576,28,7
1577,26,6
1578,26,6
1579,29,6
1580,26,4
1581,29,7
1582,2,1
1583,10,8
1584,26,8
1585,29,2
1586,26,3
1587,29,6
1588,10,3
1589,5,0
1590,7,0
1591,1,3
1592,10,7
1593,10,6
1594,10,9
1595,19,7
1596,26,9
1597,14,9
1598,1,5
1599,14,4
1600,19,3
1601,14,3
1602,26,6
1603,10,1
1604,7,2
1605,1,3
1606,3,7
1607,10,3
1608,26,3
1609,7,2
1610,7,0
1611,14,3
1612,29,3
1613,10,8
1614,10,4
1615,1,3
1616,3,6
1617,14,3
1618,10,5
1619,3,0
1620,14,2
1621,14,0
1622,4,9
1623,19,0
1624,26,7
1625,29,4
1626,29,6
1627,14,9
1628,10,3
1629,26,5
1630,7,1
1631,26,9
1632,29,6
1633,1,1
1634,10,4
1635,7,5
1636,21,4
1637,7,5
1638,7,0
1639,3,5
1640,3,9
1641,7,5
1642,26,2
1643,29,1
1644,1,2
1645,29,9
1646,29,1
1647,10,9
1648,10,9
1649,3,4
1650,19,0
1651,26,8
1652,14,4
1653,23,5
1654,10,2
1655,3,9
1656,1,2
1657,10,1
1658,7,2
1659,10,1
1660,10,7
1661,10,3
1662,10,6
1663,13,8
1664,26,8
1665,10,4
1666,3,9
1667,10,1
1668,26,9
1669,1,8
1670,3,5
1671,29,7
1672,7,5
1673,10,1
1674,7,1
1675,29,8
1676,3,6
1677,7,5
1678,26,2
1679,14,4
1680,10,4
1681,13,3
1682,7,2
1683,19,3
1684,7,5
1685,26,6
1686,10,8
1687,7,8
1688,10,6
1689,26,2
1690,19,3
1691,10,1
1692,19,0
1693,26,5
1694,26,8
1695,13,9
1696,10,2
1697,26,9
1698,14,6
1699,13,7
1700,19,0
1701,10,4
1702,26,8
1703,26,7
1704,10,1
1705,13,7
1706,4,4
1707,10,1
1708,5,0
1709,10,9
1710,10,7
1711,19,2
1712,19,0
1713,3,0
1714,7,9
1715,10,1
1716,1,7
1717,7,8
1718,26,7
1719,1,8
1720,3,4
1721,10,7
1722,29,2
1723,3,0
1724,3,4
1725,10,6
1726,5,0
1727,1,3
1728,10,1
1729,2,1
1730,1,3
1731,7,3
1732,14,9
1733,14,6
1734,7,7
1735,26,4
1736,10,1
1737,10,5
1738,26,3
1739,3,0
1740,14,8
1741,1,7
1742,14,3
1743,29,9
1744,10,6
1745,10,9
1746,26,3
1747,19,5
1748,14,0
1749,19,2
1750,10,7
1751,2,4
1752,3,5
1753,10,1
1754,10,7
1755,26,5
1756,7,8
1757,29,0
1758,7,8
1759,29,8
1760,10,1
1761,23,5
1762,3,0
1763,26,3
1764,3,0
1765,7,3
1766,29,1
1767,26,4
1768,7,0
1769,26,3
1770,13,7
1771,19,2
1772,4,7
1773,7,1
1774,29,8
1775,7,0
1776,10,7
1777,5,0
1778,26,4
1779,10,3
1780,7,1
1781,29,9
1782,14,8
1783,3,7
1784,26,7
1785,10,1
1786,14,4
1787,3,9
1788,26,9
1789,26,3
1790,29,2
1791,7,1
1792,10,7
1793,14,9
1794,5,0
1795,14,2
1796,7,0
1797,19,3
1798,1,3
1799,13,7
1800,14,6
1801,14,9
1802,29,2
1803,1,3
1804,1,3
1805,13,7
1806,10,7
1807,11,0
1808,29,0
1809,10,7
1810,7,5
1811,14,2
1812,3,9
1813,7,8
1814,29,7
1815,14,4
1816,26,4
1817,29,2
1818,3,6
1819,26,6
1820,29,1
1821,3,9
1822,10,6
1823,10,8
1824,19,2
1825,26,9
1826,3,0
1827,29,8
1828,10,3
1829,10,1
1830,10,1
1831,26,6
1832,14,3
1833,3,5
1834,10,1
1835,10,1
1836,7,1
1837,26,3
1838,14,1
1839,1,2
1840,1,3
1841,7,0
1842,29,2
1843,14,0
1844,10,1
1845,1,3
1846,3,5
1847,7,5
1848,13,7
1849,10,4
1850,26,8
1851,10,9
1852,29,6
1853,29,9
1854,14,6
1855,1,8
1856,26,3
1857,10,6
1858,29,6
1859,7,8
1860,7,5
1861,10,1
1862,26,4
1863,14,2
1864,10,4
1865,14,4
1866,3,5
1867,10,1
1868,10,1
1869,26,9
1870,5,0
1871,29,2
1872,26,4
1873,26,9
1874,3,5
1875,13,7
1876,10,1
1877,7,8
1878,10,8
1879,7,5
1880,3,6
1881,10,9
1882,14,8
1883,29,7
1884,10,1
1885,1,1
1886,29,6
1887,26,7
1888,29,6
1889,7,3
1890,29,2
1891,29,2
1892,1,0
1893,10,8
1894,10,9
1895,11,2
1896,7,5
1897,10,1
1898,19,0
1899,10,8
1900,2,1
1901,10,9
1902,7,5
1903,10,7
1904,26,9
1905,29,6
1906,10,9
1907,3,0
1908,2,6
1909,1,1
1910,3,5
1911,25,5
1912,1,8
1913,29,3
1914,7,8
1915,26,2
1916,29,6
1917,3,5
1918,14,0
1919,13,7
1920,26,4
1921,14,6
1922,10,1
1923,27,3
1924,26,4
1925,13,7
1926,26,3
1927,10,2
1928,14,3
1929,10,4
1930,14,2
1931,3,5
1932,26,2
1933,10,7
1934,10,1
1935,13,7
1936,29,2
1937,29,6
1938,3,4
1939,10,1
1940,23,5
1941,7,7
1942,29,8
1943,29,6
1944,14,0
1945,2,1
1946,7,8
1947,14,2
1948,23,5
1949,13,7
1950,13,7
1951,10,6
1952,4,9
1953,26,3
1954,4,5
1955,29,8
1956,14,4
1957,14,2
1958,3,4
1959,14,0
1960,7,8
1961,29,8
1962,1,3
1963,14,4
1964,26,9
1965,29,2
1966,7,7
1967,23,5
1968,7,8
1969,7,6
1970,3,5
1971,29,6
1972,19,0
1973,3,8
1974,29,6
1975,4,7
1976,26,3
1977,14,6
1978,26,4
1979,3,9
1980,4,4
1981,26,6
1982,29,6
1983,1,3
1984,3,2
1985,10,4
1986,10,1
1987,4,0
1988,10,1
1989,29,4
1990,7,6
1991,14,2
1992,26,9
1993,29,1
1994,10,1
1995,19,0
1996,3,6
1997,19,3
1998,29,9
1999,3,5
2000,10,6
2001,7,5
2002,26,6
2003,7,5
2004,29,8
2005,29,4
2006,14,6
2007,14,4
2008,26,3
2009,4,9
2010,10,1
2011,10,3
2012,10,4
2013,10,1
2014,29,9
2015,10,1
2016,2,7
2017,10,1
2018,10,1
2019,14,9
2020,14,3
2021,26,5
2022,26,4
2023,19,0
2024,26,7
2025,29,3
2026,26,6
2027,10,1
2028,29,7
2029,26,5
2030,5,5
2031,1,3
2032,10,3
2033,7,0
2034,10,1
2035,14,5
2036,26,7
2037,7,5
2038,7,8
2039,7,6
2040,29,5
2041,10,1
2042,3,0
2043,2,4
2044,13,2
2045,19,3
2046,10,4
2047,24,6
2048,26,7
2049,14,9
2050,29,8
2051,1,1
2052,23,8
2053,10,4
2054,26,9
2055,4,2
2056,29,8
2057,26,6
2058,7,2
2059,13,7
2060,3,0
2061,26,0
2062,29,6
2063,7,7
2064,3,5
2065,10,8
2066,29,6
2067,7,0
2068,29,9
2069,1,3
2070,10,7
2071,10,1
2072,14,3
2073,3,5
2074,4,4
2075,14,3
2076,1,3
2077,3,5
2078,26,5
2079,29,6
2080,7,3
2081,7,0
2082,29,2
2083,26,3
2084,14,4
2085,1,2
2086,26,3
2087,14,0
2088,29,9
2089,26,9
2090,10,4
2091,29,7
2092,10,2
2093,2,8
2094,10,4
2095,29,7
2096,3,0
2097,26,6
2098,19,2
2099,3,8
2100,4,5
2101,26,2
2102,1,8
2103,10,5
2104,3,7
2105,1,3
2106,7,0
2107,14,8
2108,1,2
2109,10,3
2110,29,2
2111,3,8
2112,10,2
2113,10,5
2114,3,5
2115,3,7
2116,29,6
2117,26,4
2118,1,6
2119,7,8
2120,14,4
2121,10,8
2122,10,2
2123,29,7
2124,3,4
2125,26,5
2126,10,2
2127,5,0
2128,1,3
2129,14,9
2130,7,4
2131,29,6
2132,26,7
2133,10,2
2134,4,5
2135,14,6
2136,10,1
2137,1,1
2138,1,2
2139,1,3
2140,14,6
